@relation "citeseer-reinforcement"

@attribute reference string
@attribute class {'279', '51', '54', '57', '201', '204', '123', '522', '441', '360', '207', '126', '525', '444', '363', '282', '447', '285', '369', '63', '66', '69', '210', '3', '213', '6', '450', '216', '9', '135', '453', '372', '291', '138', '456', '459', '378', '72', '75', '78', '300', '303', '141', '222', '306', '144', '225', '462', '381', '309', '147', '228', '465', '384', '468', '387', '81', '84', '150', '231', '315', '153', '234', '471', '390', '318', '156', '237', '474', '159', '396', '477', '12', '399', '15', '18', '90', '96', '240', '321', '402', '162', '324', '405', '165', '246', '327', '408', '480', '249', '483', '486', '21', '24', '27', '330', '411', '171', '252', '333', '414', '174', '255', '336', '417', '177', '339', '492', '495', '498', '33', '36', '39', '102', '501', '105', '420', '504', '261', '342', '423', '507', '183', '264', '345', '426', '267', '348', '189', '42', '45', '111', '510', '114', '513', '117', '270', '351', '432', '516', '192', '273', '354', '435', '519', '195', '276', '357', '438'}


@data
"Sebastian B. Thrun. Efficient exploration in reinforcement learning.  Technical Report CMU-CS-92-102, CMU Comp. Sci. Dept., January 1992.", '378'
"S.B. Thrun, Efficient exploration in reinforcement learning, Technical Report CMUCS-92-102, Carnegie Mellon University, Pittsburgh, PA 15213, USA, 1992.", '378'
"Sebastian B. Thrun. Efficient exploration in reinforcement learning. Technical Report CMU-CS92-102, School of Computer Science, Carnegie Mellon University, 1992.", '378'
"S. Thrun. Efficient exploration in reinforcement learning. Technical Report CMUCS-92-102, Carnegie Mellon University, March 1992.", '378'
"Thrun, S. (1992), Efficient exploration in reinforcement learning, Technical Report CMU-CS-92-102, CMU School of Computer Science.", '378'
"Thrun, S. (1992). Efficient exploration in reinforcement learning. Technical Report CMU-CS-92102, Carnegie-Mellon University.", '378'
"R. J. Williams. Toward a theory of reinforcement-learning connectionist systems. Technical Report NU-CCS-88-3, College of Comp. Sci., Northeastern University, Boston, MA, 1988.", '381'
"R. J. Williams. Toward a theory of reinforcement-learning connectionist systems. Technical Report NU-CCS-88-3, College of Comp. Sci., Northeastern University, Boston, MA, 1988.", '381'
"Goldberg, D. E. (1988). Probability matching, the magnitude of reinforcement, and classifier system bidding. (TCGA Report No. 88002). Tuscaloosa: University of Alabama, Department of Engineering Mechanics.", '384'
"Tham, C. K. and Prager, R. W. (1993). Reinforcement learning methods for multi-linked manipulator obstacle avoidance and control Technischer Bericht, Cambridge University Engineering Department, Trumpington Street, Cambridge CB2 1PZ, UK.", '387'
"Thrun, S. & Schwartz, A. (1993) Issues in using function approximation for reinforcement learning. Proceedings of the Fourth Connectionist Models Summer School. Hillsdale, NJ: Erlbaum.", '390'
"S. Thrun and A. Schwartz. Issues in using approximation for reinforcement learning. In Proceedings of the Fourth Connectionist Models Summer School, Hillsdale, NJ, 1993. Lawrence Erlbaum Publisher.", '390'
"S. Thrun and A. Schwartz. Issues in using function approximation for reinforcement learning. In Proceedings of the Fourth Connectionist Models Summer School, Hillsdale, NJ, 1993. Lawrence Erlbaum.", '390'
"S. Thrun and A. Schwartz. Issues in using function approximation for reinforcement learning. In Proceedings of the Fourth Connectionist Models Summer School, 1993.", '390'
"S. Thrun and A. Schwartz. Issues in using function approximation for reinforcement learning. In Proceedings of the Fourth Connectionist Models Summer School, 1993.", '390'
"Tham, C. (1995). Reinforcement learning of multiple tasks using a hierarchical CMAC architecture. Robotics and Autonomous Systems, 15(4):247-274.", '396'
"Gullapalli V. (1995), Skillful control under uncertainty via direct reinforcement learning. Robotics and Autonomous Systems, Vol 15, pp 237-246.", '399'
"Gerhard Wei. Distributed reinforcement learning. Robotics and Autonomous Systems, 15:135142, 1995.", '402'
"G. Weiss, Multi-agent reinforcement learning, appears in: L. Steels, ed., The Biology and Technology of Intelligent Autonomous Agents (Springer, Berlin, 1994).", '405'
"M. B. Ring. Continual Learning in Reinforcement Environments. PhD thesis, University of Texas at Austin, Austin, Texas 78712, August 1994.", '408'
"Ring, M. B. (1994). Continual Learning in Reinforcement Environments. PhD thesis, University of Texas at Austin, Austin, Texas 78712.", '408'
"Ring, M. B. (1995). Continual Learning in Reinforcement Environments. R. Oldenbourg Verlag, Munchen, Wien.", '408'
"Ring, M. B. (1994). Continual Learning in Reinforcement Environments. PhD thesis, University of Texas at Austin, Austin, Texas.", '408'
"Marvin L. Minsky. Theory of neural-analog reinforcement systems and its application to the brain-model problem. PhD thesis, Princeton University, 1954.", '411'
"Werbos, P. J. (1990). Consistency of HDP Applied to a Simple Reinforcement Learning Problem. Neural Networks 3, 179-189.", '414'
"Werbos, P. J. (1990). Consistency of HDP applied to a simple reinforcement learning problem.", '414'
"Gullapalli, V. (1990). A stochastic reinforcement learning algorithm for learning real valued functions. Neural Networks 3, 671-692.", '417'
"M. Wiering and J. Schmidhuber. HQ-Learning: Discovering Markovian subgoals for non-Markovian reinforcement learning. Technical Report IDSIA-95-96, IDSIA, 1996.", '420'
"Wiering, M. A. and Schmidhuber, J. (1996a). HQ-Learning: Discovering Markovian subgoals for non-Markovian reinforcement learning. Technical Report IDSIA-96-96, IDSIA.", '420'
"Szepesvari, C. and Littman, M. L. (1996). Generalized Markov decision processes: Dynamicprogramming and reinforcement-learning algorithms. Technical Report CS-96-11, Brown University, Providence, RI.", '423'
"Kaelbling, L. P., Littman, M. L., and Moore, A. W. Reinforcement learning: A survey. Journal of Artificial Intelligence Research 4 (1996).", '426'
"Leslie P. Kaebling, Michael L. Littmann, and Andrew W. Moore. Reinforcement learning: A survey. Journal of Artificial Intelligence Research, 4, 1996.", '426'
"Kaelbling, L. P., Littman, M. L., & Moore, A. W. (1996). Reinforcement Learning: A Survey. Journal of Artificial Intelligence Research, 4, 237-285.", '426'
"Leslie Pack Kaelbling, Michael L. Littman, and Andrew W. Moore. Reinforcement learning: A survey. Journal of Articial Intelligence Research, 4:237285, May 1996.", '426'
"L. P. Kaelbling, M. L. Littman, and A. W. Moore. Reinforcement learning: A survey. Jornal of Artificial Intelligence Research, 4:237-285, 1996.", '426'
"Ok, D., & Tadepalli, P. (1996). Auto-exploratory average reward reinforcement learning. In Proceedings of AAAI-96.", '432'
"Satinder P. Singh. Reinforcement learning with a hierarchy of abstract models. In AAAI-92, 1992.", '435'
"S.P. Singh and R.S. Sutton. Reinforcement learning with replacing eligibility traces. To Appear In: Machine Learning, 1996.", '438'
"David E. Moriarty and Risto Miikkulainen. Efficient reinforcement learning through symbiotic evolution. Machine Learning, 22:11-32, 1996.", '441'
"Moriarty, D. E. and R. Miikkulainen (1996). Efficient reinforcement learning through symbiotic evolution. Machine Learning 22 (1). In Press.", '441'
"Moriarty, D. E. and R. Miikkulainen (1996). Efficient reinforcement learning through symbiotic evolution. Machine Learning 22 (1). In Press.", '441'
"R. Maclin and J. Shavlik, Creating advice-taking reinforcement learners, Machine Learning, vol. 22, pp. 251281, 1995.", '444'
"R. Maclin and Jude W. Shavlik. Creating advicetaking reinforcement learners. Machine Learning, 22(13):251281, 1996.", '444'
"R. Maclin and J.W. Shavlik. Creating advice-taking reinforcement learners. Machine Learning, 22(1-3), 1996.", '444'
"Whitley, D., Dominic, S., Das, R., and Anderson, C. W. (1993). Genetic reinforcement learning for neurocontrol problems. Machine Learning, 13:259-284.", '447'
"Whitley, D., Dominic, S., Das, R., and Anderson, C. (1993). Genetic Reinforcement Learning for Neurocontrol Problems. Machine Learning, 13:259-284.", '447'
"Whitley, D., Dominic, S., Das, R., and Anderson, C. W. (1993). Genetic reinforcement learning for neurocontrol problems. Machine Learning, 13:259-284.", '447'
"Whitley, D., S. Dominic, R. Das, C. Anderson (1993). Genetic reinforcement learning for neurocontrol problems. Machine Learning 13(2/3), 259-284.", '447'
"Whitley, D., S. Dominic, R. Das, C. Anderson (1993). Genetic reinforcement learning for neurocontrol problems. Machine Learning 13(2/3), 259-284.", '447'
"Whitley, D., S. Dominic, R. Das, C. Anderson (1993). Genetic reinforcement learning for neurocontrol problems. Machine Learning 13(2/3), 259-284.", '447'
"A. W. Moore and C. G. Atkeson. Prioritized Sweeping: Reinforcement Learning with Less Data and Less Real Time. Machine Learning, 13, 1993.", '450'
"A. W. Moore and C. G. Atkeson. Prioritized Sweeping: Reinforcement Learning with Less Data and Less Real Time. Machine Learning, 13, 1993.", '450'
"A. Moore and C. Atkeson. Prioritized sweeping: Reinforcement learning with less data and less real time. Machine Learning, 13(1):103-130, 1993.", '450'
"Moore, A. W. and Atkeson, C. G. (1993). Prioritized sweeping: Reinforcement learning with less data and less real time. Machine Learning, 13.", '450'
"A. W. Moore and C. G. Atkeson. Prioritized Sweeping: Reinforcement Learning with Less Data and Less Real Time. Machine Learning, 13, 1993.", '450'
"Moore, A. and Atkeson, C. G. (1993). Prioritized sweeping: Reinforcement learning with less data and less time. Machine Learning, 13:103-130.", '450'
"Kaelbling, L. P. (1993a). Associative reinforcement learning: Functions in kDNF. Machine Learning. To appear.", '453'
"Kaelbling, L. P. (1993a). Associative reinforcement learning: A generate and test algorithm. Machine Learning. To appear.", '453'
"Schmidhuber, J., Zhao, J., and Schraudolph, N. (1997a). Reinforcement learning with selfmodifying policies. In Thrun, S. and Pratt, L., editors, Learning to learn. Kluwer. in press.", '456'
"Schmidhuber, J., Zhao, J., and Schraudolph, N. (1997a). Reinforcement learning with selfmodifying policies. In Thrun, S. and Pratt, L., editors, Learning to learn. Kluwer. in press.", '456'
"Harmon, M. E., Baird, L. C., & Klopf, A. H. (1996). Reinforcement learning applied to a differential game. Adaptive Behavior, 4(1), 3-28.", '459'
"Robert Levinson, General Game-Playing and Reinforcement Learning. UCSC-CRL-9506. University of California, Santa Cruz.", '462'
"Szepesvari, C. (1995). General framework for reinforcement learning. In Proceedings of ICANN'95 Paris.", '465'
"Lin, L-J. (1993a). Hierarchical learning of robot skills by reinforcement. Proceedings of", '468'
"Gullapalli, V., J. A. Franklin and H. Benbrahim (1994). Acquiring robot skills via reinforcement learning. IEEE Control Systems Magazine 14(1), 13 - 24.", '471'
"Gullapalli, V., J. A. Franklin and H. Benbrahim (1994). Acquiring robot skills via reinforcement learning. IEEE Control Systems Magazine 14(1), 13 - 24.", '471'
"Roger Ford, Craig Boutilier, and Keiji Kanazawa. Exploiting natural structure in reinforcement learning: Experience in robot soccerplaying, 1994. Unpublished Manuscript.", '474'
"A.G. Barto and M. Duff. Monte Carlo matrix inversion and reinforcement learning. In D.S.Touretsky, ed., Advances in Neural Information Processing Systems 6. Morgan Kaufmann, 1994.", '477'
"S. Sathya Keerthi and B. Ravindran. A tutorial survey of reinforcement learning. Sadhana, 19(6):851-889, 1994.", '480'
"M. J. Mataric, A Comparative Analysis of Reinforcement Learning Methods, MIT AI Lab Technical Memo no 1322, October 1991.", '483'
"Rescorla, R.A., & A.R. Wagner (1972). A theory of Pavlovian conditioning: variations in the effectiveness of reinforcement and non-reinforcement. In: A.H. Black, & W.F. Prokasy (Eds.) Classical conditioning II: current research and theory. New York: Appl", '486'
"Helen G. Cobb (Forthcoming). Toward Understanding Learning Biases in a Collective Reinforcement Learner. D.Sc. dissertation, The George Washington University, Washington, DC.", '492'
"T. W. Sandholm and R. H. Crites. Multiagent reinforcement learning and the iterated prisoner's dilemma. Biosystems Journal, (Submitted), 1995.", '495'
"Chrisman, L. (1993), Notational conventions for the reinforcement learning workshop at ML93, Personal Communication.", '498'
"D. Bertsekas. Talk, 1996. Given at the NSF workshop on reinforcement learning.", '501'
"W. Zhang. Reinforcement Learning for Job-Shop Scheduling. PhD thesis, Oregon State University, 1996.", '504'
"W. Zhang. Reinforcement Learning for Job-Shop Scheduling. PhD thesis, Oregon State University, 1996.", '504'
"Williams, R. J., 1992. Simple statistical gradient-following algorithms for connectionist reinforcement learning. Machine Learning , 8, 3-4, 229256.", '507'
"Williams, R.J. (1992). Simple statistical gradient-following algorithms for connectionist reinforcement learning. Machine Learning, 8, 3-4, 229256.", '507'
"Williams, R. J. (1992). Simple statistical gradientfollowing algorithms for connectionist reinforcement learning. Machine Learning, 8(3), 229256.", '507'
"R.S. Sutton, editor. Reinforcement Learning. Kluwer, 1992.", '510'
"Barto, A. G., Sutton, R. S., & Brouwer, P. S. (1981). Associative search network: A reinforcement learning", '513'
"Mance E. Harmon. Reinforcement learning: A tutorial. http://eureka1.aa.wpafb.af.mil/rltutorial/.", '516'
"David H. Ackley and Michael L. Littman. Generalization and scaling in reinforcement learning. In Touretzky", '519'
"Fiechter, C.-N. (1994) Efficient Reinforcement Learning. COLT 94.", '522'
"Berenji, H. & Khedkar, P. (1992). Learning and tuning fuzzy logic controllers through reinforcements. IEEE Transactions on Neural Networks, 3:724-740.", '525'
"Berenji, H.R. (1992). Learning and tuning fuzzy controllers bthrough reinforcements. In: IEEE Trans. on Neural Networks, vol. 3, 5, pp. 724-740.", '525'
"Berenji, H., & Khedkar, P. 1992. Learning and tuning fuzzy logic controllers through reinforcements. IEEE Trans. on Neural Networks 3:724-740.", '525'
"H. Berenji and P. Khedkar, Learning and Tuning Fuzzy Controllers Through Reinforcements, IEEE Transactions on Neural Networks, vol. 3, no. 5, pp 724-740, 1992.", '525'
"Berenji, H.R. and Khedkar, P. Learning and Tuning Fuzzy Controllers Through Reinforcements, IEEE Transactions on neural networks, vol. 3, No. 5, 724-740, 1992.", '525'
"H. Berenji and P. Khedkar. Learning and tuning fuzzy logic controllers through reinforcements. IEEE Transactions on Neural Networks, 3:724-740, 1992.", '525'
"Berenji, H., & Khedkar, P. (1992). Learning and tuning fuzzy logic controllers through reinforcements. IEEE Transactions on Neural Networks, 3, 724-740.", '525'
"H. Berenji and P. Khedkar, Learning and fine tuning fuzzy logic controllers through reinforcement, IEEE Transactions on Neural Networks, vol. 3, no. 5, pp. 724-740, 1992.", '525'
